"Notes","Cancer Sites","Cancer Sites Code","Year","Year Code","Sex","Sex Code",Count,Population,Age-Adjusted Rate,Age-Adjusted Rate Lower 95% Confidence Interval,Age-Adjusted Rate Upper 95% Confidence Interval,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Other Male Genital Organs","28040","2012","2012","Male","M",369,154834274,0.2,0.2,0.3,0.2,0.2,0.3
,"Other Male Genital Organs","28040","2013","2013","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other Male Genital Organs","28040","2013","2013","Male","M",402,156146649,0.3,0.2,0.3,0.3,0.2,0.3
,"Other Male Genital Organs","28040","2014","2014","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other Male Genital Organs","28040","2014","2014","Male","M",381,157523496,0.2,0.2,0.3,0.2,0.2,0.3
,"Other Male Genital Organs","28040","2015","2015","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other Male Genital Organs","28040","2015","2015","Male","M",392,158933091,0.2,0.2,0.3,0.2,0.2,0.3
,"Other Male Genital Organs","28040","2016","2016","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other Male Genital Organs","28040","2016","2016","Male","M",421,160310087,0.2,0.2,0.3,0.3,0.2,0.3
,"Other Male Genital Organs","28040","2017","2017","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other Male Genital Organs","28040","2017","2017","Male","M",404,161530177,0.2,0.2,0.3,0.3,0.2,0.3
,"Other Male Genital Organs","28040","2018","2018","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other Male Genital Organs","28040","2018","2018","Male","M",415,162577729,0.2,0.2,0.3,0.3,0.2,0.3
,"Other Male Genital Organs","28040","2019","2019","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other Male Genital Organs","28040","2019","2019","Male","M",434,163511718,0.2,0.2,0.3,0.3,0.2,0.3
,"Other Male Genital Organs","28040","2020","2020","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other Male Genital Organs","28040","2020","2020","Male","M",409,164218174,0.2,0.2,0.2,0.2,0.2,0.3
,"Other Male Genital Organs","28040","2021","2021","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other Male Genital Organs","28040","2021","2021","Male","M",408,164418227,0.2,0.2,0.2,0.2,0.2,0.3
,"Other Male Genital Organs","28040","2022","2022","Female","F",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other Male Genital Organs","28040","2022","2022","Male","M",454,164963406,0.2,0.2,0.3,0.3,0.3,0.3
,"Urinary System","29010-29040","1999","1999","Female","F",29049,140394214,18.9,18.7,19.1,20.7,20.5,20.9
,"Urinary System","29010-29040","1999","1999","Male","M",65444,135067134,56.9,56.4,57.3,48.5,48.1,48.8
,"Urinary System","29010-29040","2000","2000","Female","F",30109,141865770,19.4,19.1,19.6,21.2,21.0,21.5
,"Urinary System","29010-29040","2000","2000","Male","M",67685,136692444,57.7,57.3,58.1,49.5,49.1,49.9
,"Urinary System","29010-29040","2001","2001","Female","F",30831,143603977,19.6,19.3,19.8,21.5,21.2,21.7
,"Urinary System","29010-29040","2001","2001","Male","M",69653,138511984,58.2,57.7,58.6,50.3,49.9,50.7
,"Urinary System","29010-29040","2002","2002","Female","F",31558,144919222,19.7,19.5,19.9,21.8,21.5,22.0
,"Urinary System","29010-29040","2002","2002","Male","M",72147,139847290,59.1,58.6,59.5,51.6,51.2,52.0
,"Urinary System","29010-29040","2003","2003","Female","F",33425,147679036,20.4,20.2,20.6,22.6,22.4,22.9
,"Urinary System","29010-29040","2003","2003","Male","M",74865,142428897,59.4,59.0,59.9,52.6,52.2,52.9
,"Urinary System","29010-29040","2004","2004","Female","F",34682,148977286,20.8,20.6,21.1,23.3,23.0,23.5
,"Urinary System","29010-29040","2004","2004","Male","M",77643,143828012,60.4,59.9,60.8,54.0,53.6,54.4
,"Urinary System","29010-29040","2005","2005","Female","F",35662,150213467,21.1,20.9,21.4,23.7,23.5,24.0
,"Urinary System","29010-29040","2005","2005","Male","M",80182,145099195,61.1,60.6,61.5,55.3,54.9,55.6
,"Urinary System","29010-29040","2006","2006","Female","F",36186,151732647,21.1,20.9,21.3,23.8,23.6,24.1
,"Urinary System","29010-29040","2006","2006","Male","M",81409,146647265,60.7,60.3,61.1,55.5,55.1,55.9
,"Urinary System","29010-29040","2007","2007","Female","F",37151,153166353,21.3,21.1,21.5,24.3,24.0,24.5
,"Urinary System","29010-29040","2007","2007","Male","M",84300,148064854,61.3,60.9,61.8,56.9,56.6,57.3
,"Urinary System","29010-29040","2008","2008","Female","F",38245,154604015,21.5,21.3,21.8,24.7,24.5,25.0
,"Urinary System","29010-29040","2008","2008","Male","M",86809,149489951,61.6,61.2,62.0,58.1,57.7,58.5
,"Urinary System","29010-29040","2009","2009","Female","F",38683,155964075,21.5,21.2,21.7,24.8,24.6,25.1
,"Urinary System","29010-29040","2009","2009","Male","M",88362,150807454,61.2,60.8,61.6,58.6,58.2,59.0
,"Urinary System","29010-29040","2010","2010","Female","F",38168,157253830,20.8,20.6,21.0,24.3,24.0,24.5
,"Urinary System","29010-29040","2010","2010","Male","M",89030,152125599,60.2,59.8,60.6,58.5,58.1,58.9
,"Urinary System","29010-29040","2011","2011","Female","F",39270,158391404,21.1,20.9,21.3,24.8,24.5,25.0
,"Urinary System","29010-29040","2011","2011","Male","M",90761,153455676,60.0,59.6,60.4,59.1,58.8,59.5
,"Urinary System","29010-29040","2012","2012","Female","F",40111,159515612,21.1,20.9,21.3,25.1,24.9,25.4
,"Urinary System","29010-29040","2012","2012","Male","M",93741,154834274,60.5,60.1,60.9,60.5,60.2,60.9
,"Urinary System","29010-29040","2013","2013","Female","F",40594,160594100,21.1,20.8,21.3,25.3,25.0,25.5
,"Urinary System","29010-29040","2013","2013","Male","M",96576,156146649,60.9,60.5,61.3,61.8,61.5,62.2
,"Urinary System","29010-29040","2014","2014","Female","F",41832,161749260,21.3,21.1,21.5,25.9,25.6,26.1
,"Urinary System","29010-29040","2014","2014","Male","M",99009,157523496,60.8,60.4,61.2,62.9,62.5,63.2
,"Urinary System","29010-29040","2015","2015","Female","F",42978,162903023,21.5,21.3,21.7,26.4,26.1,26.6
,"Urinary System","29010-29040","2015","2015","Male","M",101327,158933091,60.7,60.4,61.1,63.8,63.4,64.1
,"Urinary System","29010-29040","2016","2016","Female","F",43735,164062463,21.5,21.3,21.7,26.7,26.4,26.9
,"Urinary System","29010-29040","2016","2016","Male","M",103259,160310087,60.5,60.1,60.9,64.4,64.0,64.8
,"Urinary System","29010-29040","2017","2017","Female","F",44998,165084845,21.8,21.6,22.0,27.3,27.0,27.5
,"Urinary System","29010-29040","2017","2017","Male","M",105073,161530177,60.0,59.7,60.4,65.0,64.7,65.4
,"Urinary System","29010-29040","2018","2018","Female","F",45098,165957528,21.4,21.2,21.6,27.2,26.9,27.4
,"Urinary System","29010-29040","2018","2018","Male","M",106051,162577729,59.2,58.9,59.6,65.2,64.8,65.6
,"Urinary System","29010-29040","2019","2019","Female","F",46406,166720399,21.7,21.5,21.9,27.8,27.6,28.1
,"Urinary System","29010-29040","2019","2019","Male","M",109010,163511718,59.6,59.2,59.9,66.7,66.3,67.1
,"Urinary System","29010-29040","2020","2020","Female","F",42333,167308759,19.5,19.3,19.7,25.3,25.1,25.5
,"Urinary System","29010-29040","2020","2020","Male","M",103446,164218174,55.4,55.1,55.8,63.0,62.6,63.4
,"Urinary System","29010-29040","2021","2021","Female","F",46372,167630750,21.1,20.9,21.3,27.7,27.4,27.9
,"Urinary System","29010-29040","2021","2021","Male","M",109375,164418227,57.6,57.3,58.0,66.5,66.1,66.9
,"Urinary System","29010-29040","2022","2022","Female","F",45260,168308005,20.2,20.0,20.4,26.9,26.6,27.1
,"Urinary System","29010-29040","2022","2022","Male","M",106289,164963406,54.8,54.5,55.2,64.4,64.0,64.8
,"Urinary Bladder, invasive and in situ","29010","1999","1999","Female","F",15233,140394214,9.8,9.6,9.9,10.9,10.7,11.0
,"Urinary Bladder, invasive and in situ","29010","1999","1999","Male","M",43818,135067134,38.8,38.4,39.2,32.4,32.1,32.7
,"Urinary Bladder, invasive and in situ","29010","2000","2000","Female","F",15611,141865770,9.9,9.7,10.0,11.0,10.8,11.2
,"Urinary Bladder, invasive and in situ","29010","2000","2000","Male","M",44778,136692444,38.9,38.6,39.3,32.8,32.5,33.1
,"Urinary Bladder, invasive and in situ","29010","2001","2001","Female","F",15573,143603977,9.7,9.5,9.9,10.8,10.7,11.0
,"Urinary Bladder, invasive and in situ","29010","2001","2001","Male","M",45289,138511984,38.6,38.3,39.0,32.7,32.4,33.0
,"Urinary Bladder, invasive and in situ","29010","2002","2002","Female","F",15719,144919222,9.6,9.5,9.8,10.8,10.7,11.0
,"Urinary Bladder, invasive and in situ","29010","2002","2002","Male","M",46419,139847290,38.9,38.5,39.3,33.2,32.9,33.5
,"Urinary Bladder, invasive and in situ","29010","2003","2003","Female","F",16324,147679036,9.8,9.6,9.9,11.1,10.9,11.2
,"Urinary Bladder, invasive and in situ","29010","2003","2003","Male","M",47512,142428897,38.6,38.3,39.0,33.4,33.1,33.7
,"Urinary Bladder, invasive and in situ","29010","2004","2004","Female","F",16689,148977286,9.9,9.7,10.0,11.2,11.0,11.4
,"Urinary Bladder, invasive and in situ","29010","2004","2004","Male","M",48942,143828012,39.1,38.7,39.4,34.0,33.7,34.3
,"Urinary Bladder, invasive and in situ","29010","2005","2005","Female","F",16813,150213467,9.8,9.6,9.9,11.2,11.0,11.4
,"Urinary Bladder, invasive and in situ","29010","2005","2005","Male","M",49893,145099195,39.0,38.7,39.4,34.4,34.1,34.7
,"Urinary Bladder, invasive and in situ","29010","2006","2006","Female","F",16285,151732647,9.3,9.2,9.5,10.7,10.6,10.9
,"Urinary Bladder, invasive and in situ","29010","2006","2006","Male","M",49564,146647265,38.0,37.7,38.4,33.8,33.5,34.1
,"Urinary Bladder, invasive and in situ","29010","2007","2007","Female","F",16759,153166353,9.4,9.3,9.6,10.9,10.8,11.1
,"Urinary Bladder, invasive and in situ","29010","2007","2007","Male","M",50972,148064854,38.2,37.8,38.5,34.4,34.1,34.7
,"Urinary Bladder, invasive and in situ","29010","2008","2008","Female","F",16863,154604015,9.3,9.2,9.5,10.9,10.7,11.1
,"Urinary Bladder, invasive and in situ","29010","2008","2008","Male","M",52035,149489951,38.1,37.7,38.4,34.8,34.5,35.1
,"Urinary Bladder, invasive and in situ","29010","2009","2009","Female","F",17014,155964075,9.2,9.1,9.4,10.9,10.7,11.1
,"Urinary Bladder, invasive and in situ","29010","2009","2009","Male","M",52872,150807454,37.8,37.4,38.1,35.1,34.8,35.4
,"Urinary Bladder, invasive and in situ","29010","2010","2010","Female","F",16798,157253830,9.0,8.8,9.1,10.7,10.5,10.8
,"Urinary Bladder, invasive and in situ","29010","2010","2010","Male","M",53444,152125599,37.2,36.9,37.5,35.1,34.8,35.4
,"Urinary Bladder, invasive and in situ","29010","2011","2011","Female","F",17341,158391404,9.1,9.0,9.3,10.9,10.8,11.1
,"Urinary Bladder, invasive and in situ","29010","2011","2011","Male","M",53944,153455676,36.7,36.4,37.0,35.2,34.9,35.5
,"Urinary Bladder, invasive and in situ","29010","2012","2012","Female","F",17510,159515612,9.0,8.9,9.1,11.0,10.8,11.1
,"Urinary Bladder, invasive and in situ","29010","2012","2012","Male","M",55619,154834274,36.9,36.6,37.2,35.9,35.6,36.2
,"Urinary Bladder, invasive and in situ","29010","2013","2013","Female","F",17693,160594100,9.0,8.8,9.1,11.0,10.9,11.2
,"Urinary Bladder, invasive and in situ","29010","2013","2013","Male","M",56952,156146649,36.9,36.6,37.2,36.5,36.2,36.8
,"Urinary Bladder, invasive and in situ","29010","2014","2014","Female","F",18105,161749260,9.0,8.9,9.1,11.2,11.0,11.4
,"Urinary Bladder, invasive and in situ","29010","2014","2014","Male","M",57733,157523496,36.5,36.2,36.8,36.7,36.4,37.0
,"Urinary Bladder, invasive and in situ","29010","2015","2015","Female","F",18078,162903023,8.8,8.7,8.9,11.1,10.9,11.3
,"Urinary Bladder, invasive and in situ","29010","2015","2015","Male","M",58397,158933091,35.9,35.6,36.2,36.7,36.4,37.0
,"Urinary Bladder, invasive and in situ","29010","2016","2016","Female","F",18374,164062463,8.8,8.7,8.9,11.2,11.0,11.4
,"Urinary Bladder, invasive and in situ","29010","2016","2016","Male","M",58777,160310087,35.3,35.0,35.6,36.7,36.4,37.0
,"Urinary Bladder, invasive and in situ","29010","2017","2017","Female","F",18493,165084845,8.7,8.6,8.8,11.2,11.0,11.4
,"Urinary Bladder, invasive and in situ","29010","2017","2017","Male","M",59714,161530177,34.9,34.6,35.2,37.0,36.7,37.3
,"Urinary Bladder, invasive and in situ","29010","2018","2018","Female","F",18437,165957528,8.5,8.4,8.6,11.1,10.9,11.3
,"Urinary Bladder, invasive and in situ","29010","2018","2018","Male","M",59364,162577729,33.8,33.6,34.1,36.5,36.2,36.8
,"Urinary Bladder, invasive and in situ","29010","2019","2019","Female","F",18785,166720399,8.5,8.4,8.6,11.3,11.1,11.4
,"Urinary Bladder, invasive and in situ","29010","2019","2019","Male","M",60147,163511718,33.5,33.2,33.7,36.8,36.5,37.1
,"Urinary Bladder, invasive and in situ","29010","2020","2020","Female","F",17304,167308759,7.7,7.5,7.8,10.3,10.2,10.5
,"Urinary Bladder, invasive and in situ","29010","2020","2020","Male","M",57649,164218174,31.4,31.1,31.6,35.1,34.8,35.4
,"Urinary Bladder, invasive and in situ","29010","2021","2021","Female","F",18704,167630750,8.1,8.0,8.3,11.2,11.0,11.3
,"Urinary Bladder, invasive and in situ","29010","2021","2021","Male","M",60806,164418227,32.4,32.2,32.7,37.0,36.7,37.3
,"Urinary Bladder, invasive and in situ","29010","2022","2022","Female","F",18023,168308005,7.7,7.6,7.8,10.7,10.6,10.9
,"Urinary Bladder, invasive and in situ","29010","2022","2022","Male","M",58506,164963406,30.4,30.2,30.7,35.5,35.2,35.8
,"Kidney and Renal Pelvis","29020","1999","1999","Female","F",12865,140394214,8.6,8.4,8.7,9.2,9.0,9.3
,"Kidney and Renal Pelvis","29020","1999","1999","Male","M",20156,135067134,16.8,16.5,17.0,14.9,14.7,15.1
,"Kidney and Renal Pelvis","29020","2000","2000","Female","F",13632,141865770,8.9,8.8,9.1,9.6,9.4,9.8
,"Kidney and Renal Pelvis","29020","2000","2000","Male","M",21400,136692444,17.4,17.2,17.7,15.7,15.4,15.9
,"Kidney and Renal Pelvis","29020","2001","2001","Female","F",14354,143603977,9.3,9.1,9.4,10.0,9.8,10.2
,"Kidney and Renal Pelvis","29020","2001","2001","Male","M",22855,138511984,18.2,18.0,18.5,16.5,16.3,16.7
,"Kidney and Renal Pelvis","29020","2002","2002","Female","F",14997,144919222,9.6,9.4,9.7,10.3,10.2,10.5
,"Kidney and Renal Pelvis","29020","2002","2002","Male","M",24206,139847290,18.9,18.7,19.1,17.3,17.1,17.5
,"Kidney and Renal Pelvis","29020","2003","2003","Female","F",16220,147679036,10.1,9.9,10.2,11.0,10.8,11.2
,"Kidney and Renal Pelvis","29020","2003","2003","Male","M",25804,142428897,19.5,19.3,19.8,18.1,17.9,18.3
,"Kidney and Renal Pelvis","29020","2004","2004","Female","F",17059,148977286,10.4,10.3,10.6,11.5,11.3,11.6
,"Kidney and Renal Pelvis","29020","2004","2004","Male","M",27156,143828012,20.0,19.8,20.3,18.9,18.7,19.1
,"Kidney and Renal Pelvis","29020","2005","2005","Female","F",17884,150213467,10.8,10.6,11.0,11.9,11.7,12.1
,"Kidney and Renal Pelvis","29020","2005","2005","Male","M",28701,145099195,20.8,20.6,21.0,19.8,19.6,20.0
,"Kidney and Renal Pelvis","29020","2006","2006","Female","F",18886,151732647,11.2,11.0,11.4,12.4,12.3,12.6
,"Kidney and Renal Pelvis","29020","2006","2006","Male","M",30170,146647265,21.4,21.1,21.6,20.6,20.3,20.8
,"Kidney and Renal Pelvis","29020","2007","2007","Female","F",19382,153166353,11.3,11.1,11.5,12.7,12.5,12.8
,"Kidney and Renal Pelvis","29020","2007","2007","Male","M",31676,148064854,21.9,21.7,22.1,21.4,21.2,21.6
,"Kidney and Renal Pelvis","29020","2008","2008","Female","F",20306,154604015,11.6,11.5,11.8,13.1,13.0,13.3
,"Kidney and Renal Pelvis","29020","2008","2008","Male","M",32931,149489951,22.2,21.9,22.4,22.0,21.8,22.3
,"Kidney and Renal Pelvis","29020","2009","2009","Female","F",20631,155964075,11.6,11.5,11.8,13.2,13.0,13.4
,"Kidney and Renal Pelvis","29020","2009","2009","Male","M",33710,150807454,22.2,21.9,22.4,22.4,22.1,22.6
,"Kidney and Renal Pelvis","29020","2010","2010","Female","F",20350,157253830,11.3,11.1,11.4,12.9,12.8,13.1
,"Kidney and Renal Pelvis","29020","2010","2010","Male","M",33787,152125599,21.8,21.5,22.0,22.2,22.0,22.4
,"Kidney and Renal Pelvis","29020","2011","2011","Female","F",20878,158391404,11.4,11.2,11.6,13.2,13.0,13.4
,"Kidney and Renal Pelvis","29020","2011","2011","Male","M",34923,153455676,22.0,21.7,22.2,22.8,22.5,23.0
,"Kidney and Renal Pelvis","29020","2012","2012","Female","F",21533,159515612,11.6,11.4,11.7,13.5,13.3,13.7
,"Kidney and Renal Pelvis","29020","2012","2012","Male","M",36215,154834274,22.2,22.0,22.5,23.4,23.1,23.6
,"Kidney and Renal Pelvis","29020","2013","2013","Female","F",21757,160594100,11.5,11.4,11.7,13.5,13.4,13.7
,"Kidney and Renal Pelvis","29020","2013","2013","Male","M",37568,156146649,22.6,22.3,22.8,24.1,23.8,24.3
,"Kidney and Renal Pelvis","29020","2014","2014","Female","F",22574,161749260,11.7,11.5,11.9,14.0,13.8,14.1
,"Kidney and Renal Pelvis","29020","2014","2014","Male","M",39150,157523496,23.0,22.8,23.2,24.9,24.6,25.1
,"Kidney and Renal Pelvis","29020","2015","2015","Female","F",23665,162903023,12.1,11.9,12.2,14.5,14.3,14.7
